Users,Tags,Rank,Rank Name,Ability Usage,Headshot %,Position,KD,Assists
NatNat,simp,13.0,Platinum 1,42.6,18.5722,Flex,0.7198,6.0
asta,val,23.0,NaN,8.0,6.6667,Flex,1.5073,5.0
Teach,band,12.0,Gold 3,44.6,16.7355,Initiator,1.6989,7.4
stuipdface,2959,13.0,Platinum 1,35.6,20.8797,Flex,0.7159,5.6
Vikkie Smalls,small,14.0,Platinum 2,30.0,33.3333,Flex,0.5,7.0
PVC,000,19.0,Immortal 1,22.0,9.4552,Flex,1.4033,4.8
fun,NOT,15.0,Platinum 3,,,Flex,,
Talan,4387,15.0,Platinum 3,46.4,28.5763,Duelist,1.2067,4.0
Mahkxai,FAKE,14.0,Platinum 2,,,Flex,,
KTZ Pompr,000,19.0,Immortal 1,25.6,15.2299,Flex,1.6085,3.8
ImGay,7149,7.0,Silver 1,61.0,12.2807,Flex,0.7059,7.0
siren,333z,21.0,Immortal 3,15.4,9.357,Duelist,0.9595,3.0
Apollo,ProIV,20.0,Immortal 2,57.8,24.5737,Initiator,1.397,5.6
sundwn,Blue,20.0,Immortal 2,33.8,11.0865,Duelist,1.0927,4.4
Synx,SEN,16.0,Diamond 1,0.0,0.0,Flex,0.9559,2.6
BigDaddyAV,6366,15.0,Platinum 3,29.0,12.7273,Flex,0.8125,13.0
phillip cankle,ayo,16.0,Diamond 1,45.8,25.2099,Controller,0.721,4.0
PandaMilkTea,booba,14.0,Platinum 2,28.0,14.2857,Flex,1.0833,6.0
pattylilgirl,5807,14.0,Platinum 2,25.3333,17.6471,Flex,1.0123,4.6667
Jneral,NA1,16.0,Diamond 1,58.0,12.8868,Initiator,0.6037,8.2
CanadianBaddger,9999,11.0,Gold 2,21.2,17.7604,Sentinel,1.1859,3.2
DuttonHighlander,NA1,18.0,Diamond 3,47.4,23.6979,Controller,1.0735,6.2
Jurassic Justin,NA1,16.0,Diamond 1,31.5,11.4583,Flex,1.1611,6.0
scuddy1221,7618,15.0,Platinum 3,32.6,12.6429,Duelist,1.5834,3.4
DdanteA,NA1,12.0,Gold 3,24.6,9.4554,Duelist,0.8109,4.6
TEA noragretz,TEA,16.0,Diamond 1,48.4,20.1583,Initiator,1.0979,5.0
Stonedtodeaf,420,19.0,Immortal 1,68.5,21.7189,Flex,0.7395,10.0
Lych,Choz,12.0,Gold 3,32.8,13.9082,Duelist,1.4515,5.2
Waxxay,5259,13.0,Platinum 1,41.6,13.7679,Duelist,1.5916,4.4
Alutions,NA1,15.0,Platinum 3,49.8,24.2772,Flex,1.0467,4.8
SchoolboyZac,1059,12.0,Gold 3,24.2,13.2038,Flex,1.4299,4.0
vHxpnoticx,5557,14.0,Platinum 2,42.4,14.4773,Flex,1.0449,5.0
lanegoon,2025,9.0,Silver 3,0.0,0.0,Flex,0.4783,5.0
adwen0,NA1,15.0,Platinum 3,45.4,12.7159,Duelist,1.0738,4.0
Haze,6476,15.0,Platinum 3,32.0,19.4444,Flex,1.875,1.0
pookS,7777,17.0,Diamond 2,51.0,34.375,Flex,1.0,6.0
BUFFER,sigma,21.0,Immortal 3,25.2,16.4864,Sentinel,1.3827,2.6
AldeN,1291,15.0,Platinum 3,,,Flex,,
noah,002,15.0,Platinum 3,18.0,13.0029,Sentinel,1.1425,1.4
Olu,liu,14.0,Platinum 2,27.0,22.4524,Flex,1.3843,6.0
Monkey,throw,19.0,Immortal 1,80.0,34.2857,Flex,1.5625,12.0
goo,4359,15.0,Platinum 3,33.4,19.6031,Duelist,1.0063,2.2
Kipper,420,14.0,Platinum 2,0.0,0.0,Flex,1.5894,2.4
Vanitas,2933,15.0,Platinum 3,37.4,17.7408,Duelist,0.8962,3.0
jamie,UwU,19.0,Immortal 1,46.6,15.3371,Flex,1.3178,7.4
Elo Bandit,FREE,14.0,Platinum 2,46.4,26.3588,Duelist,0.9842,4.8
NinjaDog,9746,14.0,Platinum 2,11.4,13.4261,Sentinel,1.0566,2.0
JSlxce,777,19.0,Immortal 1,41.0,13.6364,Flex,0.45,2.0
womenwashdishes1,12345,11.0,Gold 2,39.6,16.5259,Duelist,1.0122,4.8
maurice,1528,17.0,Diamond 2,42.8,12.8334,Initiator,0.724,5.4
Alex798,7777,14.0,Platinum 2,39.2,19.7303,Duelist,1.0535,2.4
Quintus,WOR,18.0,Diamond 3,11.2,3.9286,Flex,0.9521,5.2
TwiT,TwT,16.0,Diamond 1,38.2,25.1222,Controller,0.9425,3.2
Akame,uzi,17.0,Diamond 2,,,Flex,,
BentheUnfriendly,moc,19.0,Immortal 1,44.6,18.2078,Flex,1.658,7.4
Rhianna Franco,RHFR,15.0,Platinum 3,22.0,25.0,Flex,0.1667,5.0
Brave Monk,6668,15.0,Platinum 3,56.4,7.9434,Initiator,1.0502,7.4
2LikePac,999,19.0,Immortal 1,30.4,19.6328,Duelist,1.0739,3.8
cash xo,999,20.0,Immortal 2,30.4,22.6731,Duelist,0.9886,4.2
Clover,fruit,19.0,Immortal 1,49.2,24.3255,Flex,1.017,5.4
AppleJuice,0990,17.0,Diamond 2,,,Flex,,
ItzSeto,NA1,14.0,Platinum 2,31.0,10.0,Flex,0.5,4.0
jondale,0001,16.0,Diamond 1,29.4,11.8199,Initiator,0.764,4.8
tonka,truk,18.0,Diamond 3,52.0,27.1686,Sentinel,1.91,4.2
plusONE,4773,18.0,Diamond 3,57.0,20.5882,Flex,0.5294,4.0
nightmares,9393,18.0,Diamond 3,25.2,10.3522,Flex,1.1684,4.2
Aizen,AISH,17.0,Diamond 2,69.0,16.129,Flex,0.9375,4.0
runtz,vaaks,22.0,Radiant,39.2,21.6145,Flex,2.0268,4.0
Mayo,PEEN,14.0,Platinum 2,60.2,29.6614,Sentinel,0.7708,4.4
PepegaAim,6468,16.0,Diamond 1,34.0,23.7251,Flex,0.8643,3.0
Abyss,666x,19.0,Immortal 1,35.2,25.8593,Controller,1.0578,5.8
perc 30,sosa,14.0,Platinum 2,26.8,16.6328,Duelist,0.8414,5.2
Luvv,tucks,19.0,Immortal 1,12.5,14.3939,Flex,0.7241,2.25
Jayツ,666,14.0,Platinum 2,41.4,17.7063,Initiator,1.1726,4.6
Hoax,9999,17.0,Diamond 2,83.0,24.1379,Flex,0.95,7.0
Kazoori,NA1,16.0,Diamond 1,71.6,17.1237,Flex,0.994,7.2
dramz,bad,13.0,Platinum 1,23.8,18.844,Duelist,1.021,3.6
Out,8448,16.0,Diamond 1,,,Flex,,
Quandale Dingle,565,16.0,Diamond 1,60.2,24.4582,Flex,1.0806,6.6
TooCracked,5978,14.0,Platinum 2,22.0,15.892,Flex,0.9211,2.2
R34 GTR,NA1,19.0,Immortal 1,39.6,14.2846,Flex,0.8387,4.0
Panda,Cool,17.0,Diamond 2,39.0,28.0702,Flex,0.8235,9.0
zyph,doa,11.0,Gold 2,0.0,0.0,Flex,0.9778,2.0
coolgamer121233,9613,12.0,Gold 3,57.0,18.3874,Flex,0.699,7.4
Aspect,0708,17.0,Diamond 2,23.4,4.93,Flex,0.736,4.4
One HP,8305,19.0,Immortal 1,46.4,20.1268,Initiator,0.9892,6.0
Yonko,DIOR,16.0,Diamond 1,20.0,19.3548,Flex,0.5882,1.0
Dawn,7209,16.0,Diamond 1,44.4,16.9476,Flex,0.8194,3.8
天才トル,smurf,17.0,Diamond 2,29.0,13.445,Flex,0.8088,2.5
spungbob,00001,17.0,Diamond 2,59.0,21.6667,Flex,0.7222,10.0
Filbert,TkuOr,11.0,Gold 2,,,Flex,,
Gino,7926,12.0,Gold 3,44.0,18.44,Duelist,1.1501,3.2
TTT Nöbïtä,NA1,16.0,Diamond 1,36.8,17.4199,Duelist,0.8731,4.2
HornKnee,8251,14.0,Platinum 2,66.0,26.3158,Flex,1.125,5.0
MyCoxSmall,sad,11.0,Gold 2,36.0,15.3846,Flex,0.7333,6.0
LUFF,459,21.0,Immortal 3,0.0,0.0,Flex,1.5263,3.0
wu wei,bigd,20.0,Immortal 2,38.8,24.1165,Sentinel,1.024,2.6
Andrew,NTNT,18.0,Diamond 3,20.0,17.8922,Initiator,1.2818,4.2
7RayLove,Coach,16.0,Diamond 1,54.0,30.1887,Flex,0.8182,5.0
Airplane,2419,16.0,Diamond 1,26.8,28.2256,Flex,0.8973,3.2
degen,3302,16.0,Diamond 1,0.0,0.0,Flex,1.0333,5.0
Da Bears,420,16.0,Diamond 1,40.4,16.5979,Initiator,0.8677,5.0
King Nate,SUB2,,NaN,58.4,23.2859,Flex,1.2179,4.8
vool,999,15.0,Platinum 3,46.0,29.4624,Initiator,1.898,6.8
Perona,oneP,15.0,Platinum 3,47.6,21.3144,Flex,1.1412,4.8
Testy,Xeno,16.0,Diamond 1,42.0,36.1435,Flex,1.2566,6.0
PunSon,NA1,18.0,Diamond 3,39.4,15.5151,Flex,1.2506,4.8
LordSlay,55232,17.0,Diamond 2,63.0,15.4696,Duelist,1.0821,5.8
Lager4Lunch,Beer,17.0,Diamond 2,41.0,13.6364,Flex,1.1176,11.0
Drags,help,10.0,Gold 1,31.25,23.1866,Duelist,1.1541,5.25
Aimer Fans Fan,Aimer,15.0,Platinum 3,37.0,23.5438,Sentinel,0.7633,4.8
asian mom,777,9.0,Silver 3,14.8,25.286,Sentinel,0.735,3.6
mr obama,8920,13.0,Platinum 1,29.0,20.3125,Flex,1.0588,7.0
King Julien,9667,18.0,Diamond 3,47.4,12.6051,Sentinel,1.3337,5.2
sKahZy,NA1,14.0,Platinum 2,,,Flex,,
Yugiboyy,Nutty,10.0,Gold 1,39.0,10.6783,Flex,1.1777,5.2
Khaki,3AM,15.0,Platinum 3,53.75,20.1605,Initiator,0.7888,8.75
Ebenezer,999,,NaN,26.4,20.5849,Duelist,1.01,2.8
MissFitz,LOVE,17.0,Diamond 2,69.0,10.4762,Flex,0.8333,10.0
onyx,halo,10.0,Gold 1,34.8,9.5051,Flex,1.0467,5.4
FredAdu,2468,15.0,Platinum 3,28.6,18.971,Duelist,1.0464,3.2
Tollee,8053,19.0,Immortal 1,59.0,13.1148,Flex,0.8235,9.0
KIllua,12312,14.0,Platinum 2,34.6,11.6475,Flex,1.1015,4.4
scurblol,uwu,19.0,Immortal 1,22.0,6.343,Flex,1.0872,4.0
NE Quacks,Quack,17.0,Diamond 2,,,Flex,,
Big Ol Dumpy,4444,14.0,Platinum 2,36.2,15.9802,Sentinel,1.1148,3.4
Dr4phix,NA1,15.0,Platinum 3,35.0,16.6667,Flex,1.25,2.0
lilac,owo,10.0,Gold 1,0.0,0.0,Flex,0.7778,9.0
SpicyLT,0000,,NaN,30.2,30.3645,Duelist,1.5936,3.4
Syn,9553,19.0,Immortal 1,26.0,22.2222,Flex,1.4545,3.0
MatchaMan,GREEN,14.0,Platinum 2,56.0,20.0,Flex,1.4167,10.0
Novaツ,NovaN,20.0,Immortal 2,29.2,15.2045,Flex,1.658,5.0
大きな悪いオオカミ,Free,17.0,Diamond 2,,,Flex,,
Dad,jamie,20.0,Immortal 2,22.8,10.0625,Duelist,0.7813,3.6
Zenitsu,5643,16.0,Diamond 1,41.8,30.5869,Flex,1.6129,3.2
Degree,8134,14.0,Platinum 2,39.8,27.989,Flex,1.1069,3.4
philthyyyyyyy,PH1,17.0,Diamond 2,18.0,17.1798,Initiator,1.9534,7.8
J3R,BEAR,18.0,Diamond 3,,,Flex,,
Wakame,6863,17.0,Diamond 2,65.0,32.4675,Flex,1.2692,17.0
panrellexyt,NAE,12.0,Gold 3,21.4,5.0988,Flex,0.4444,5.2
owl,8856,19.0,Immortal 1,34.4,23.2105,Duelist,0.9539,3.2
RomaineLetus,8463,16.0,Diamond 1,44.8,14.1428,Controller,0.754,8.2
Cooliotion,NA1,13.0,Platinum 1,7.2,8.7027,Flex,1.0243,2.0
StrangeLittleBoi,NA1,10.0,Gold 1,17.0,6.2229,Initiator,0.6174,3.2
WoFo,0001,,NaN,27.0,24.2571,Duelist,0.8929,4.2
ricegum,4202,14.0,Platinum 2,7.0,0.0,Flex,1.0,1.0
zeta,1020,16.0,Diamond 1,80.0,19.6721,Flex,1.125,8.0
CoachDyl,6705,16.0,Diamond 1,47.2,13.4053,Flex,1.4433,4.6
Kaiistics,Kai,16.0,Diamond 1,51.0,22.1559,Flex,1.5974,5.6
casslie,NA1,18.0,Diamond 3,32.2,16.3966,Flex,0.9961,3.4
Promi,nooki,14.0,Platinum 2,41.0,13.9677,Flex,0.8331,6.2
Umbra,42069,16.0,Diamond 1,45.0,33.0744,Sentinel,1.1177,3.6
Shuru,8386,18.0,Diamond 3,50.5,15.4054,Flex,0.8481,4.0
BlakersM7,9717,17.0,Diamond 2,42.2,24.2749,Initiator,1.0925,5.4
Kordaddy,daddy,16.0,Diamond 1,41.6,28.1965,Duelist,1.0463,4.2
HandsomestDevil,Chad,15.0,Platinum 3,30.0,20.7547,Flex,1.7778,4.0
Seagull Man,420,15.0,Platinum 3,39.6,10.0411,Duelist,0.9068,8.4
poxci,dwbbg,11.0,Gold 2,21.2,12.5083,Sentinel,0.7726,4.2
waifutings,6781,18.0,Diamond 3,52.6,26.2054,Controller,1.0228,10.8
hit,1738,18.0,Diamond 3,49.8,20.0919,Duelist,1.22,6.0
ella,ROFL,19.0,Immortal 1,49.8,25.6516,Controller,1.2384,4.4
skybeast6,9476,15.0,Platinum 3,,,Flex,,
Savage,beans,20.0,Immortal 2,,,Flex,,
nioxist,OTF,16.0,Diamond 1,51.0,28.4917,Duelist,1.0601,4.4
luxityy,6699,14.0,Platinum 2,34.8,12.9296,Duelist,1.1475,4.4
AnActualGoat,goat,15.0,Platinum 3,51.3333,22.2382,Flex,1.2778,4.3333
Her Trashcan,6969,17.0,Diamond 2,28.4,16.4566,Flex,1.2663,4.2
REZA,LAD,18.0,Diamond 3,51.0,17.6471,Flex,0.75,6.0
WHY,5936,14.0,Platinum 2,19.0,48.3871,Flex,1.0,3.0
Johnson,Hang,15.0,Platinum 3,41.4,10.3101,Initiator,0.6717,5.2
Mianspho,NA1,17.0,Diamond 2,34.4,14.4925,Flex,1.0111,4.2
Champion,007,16.0,Diamond 1,32.6667,35.4983,Flex,1.3615,6.6667
TSM FTX MODECRAI,866,16.0,Diamond 1,45.4,13.8036,Duelist,1.1036,4.4
Devil,CC40,,NaN,22.0,23.8095,Flex,0.5714,2.0
Nighty,1111,17.0,Diamond 2,51.2,31.4365,Duelist,1.1414,2.4
tal,jeeb,16.0,Diamond 1,46.0,9.8738,Flex,0.8428,7.2
Cloudz,rainz,17.0,Diamond 2,53.0,16.783,Flex,1.0273,5.5
CuteYodaDoBe,Bruh,15.0,Platinum 3,51.8,16.8381,Flex,1.3408,6.6
otab,8446,19.0,Immortal 1,32.4,11.0672,Duelist,1.0904,5.2
Kah,lil,19.0,Immortal 1,45.2,22.9547,Sentinel,1.0969,2.8
HyFlexx,8489,18.0,Diamond 3,,,Flex,,
HERBO,1337,20.0,Immortal 2,,,Flex,,
Chizz,0707,14.0,Platinum 2,26.2,9.7467,Duelist,1.4711,3.4
SUKI,AIM,,NaN,65.2,30.2328,Initiator,0.8995,7.6
vas,xoxo,14.0,Platinum 2,9.0,25.0,Flex,0.8571,2.0
MeatyHolders,4472,15.0,Platinum 3,,,Flex,,
Burts Bees,999,18.0,Diamond 3,57.6,20.8409,Sentinel,1.0968,4.4
Freak,99966,11.0,Gold 2,28.2,9.4975,Flex,0.9107,3.0
czysty,NXR1,20.0,Immortal 2,9.6,9.0961,Flex,1.6211,2.0
Producer,2427,14.0,Platinum 2,37.4,14.1222,Duelist,1.037,2.8
Bowdelini,3401,20.0,Immortal 2,54.4,32.7906,Duelist,1.4377,3.0
obliviung,777,19.0,Immortal 1,,,Flex,,
Braylen,Bray,16.0,Diamond 1,18.8,9.6273,Sentinel,0.9874,4.4
helegos,NA1,17.0,Diamond 2,14.0,27.2727,Flex,0.5455,2.0
Jayznn,1315,17.0,Diamond 2,,,Flex,,
thrill,1994,16.0,Diamond 1,21.8,13.2154,Duelist,0.6699,2.0
allwaisclutch,NA1,12.0,Gold 3,51.0,23.9899,Initiator,0.9,5.6667
Zark,zovo,17.0,Diamond 2,34.4,24.1626,Duelist,1.1726,5.0
proto,7943,17.0,Diamond 2,48.0,10.1266,Flex,0.8571,4.0
joemowed,99999,11.0,Gold 2,28.6,23.5932,Duelist,1.5142,4.0
Cloud,duck,16.0,Diamond 1,25.2,16.7501,Sentinel,0.8357,5.2
Leaf木,SWAMP,16.0,Diamond 1,25.6,21.7469,Controller,1.6058,4.4
kumoso,ae86,17.0,Diamond 2,42.2,16.4233,Duelist,1.3966,5.0
BanBanJ,0000,16.0,Diamond 1,40.8,16.2931,Flex,0.9757,4.0
Daezhin,Deez,18.0,Diamond 3,34.0,21.1646,Duelist,1.4286,3.2
SAVSZ,111,19.0,Immortal 1,40.4,15.2836,Flex,0.8886,4.2
HSC jakx,iscuk,10.0,Gold 1,10.6,9.4444,Duelist,0.963,3.8
Tugz,9922,15.0,Platinum 3,13.6,4.2586,Duelist,0.9457,5.4
Russian Galaxy,1919,18.0,Diamond 3,43.4,17.5826,Duelist,0.8546,1.4
Ashlee2k,6532,19.0,Immortal 1,48.0,12.1212,Flex,0.75,9.0
clon,9467,16.0,Diamond 1,30.4,15.4964,Sentinel,1.1344,4.0
Poosd,999,17.0,Diamond 2,36.4,10.4265,Duelist,0.9424,4.8
FidelCashflow,9290,18.0,Diamond 3,50.0,12.7313,Initiator,1.4994,8.0
xPago,owa,19.0,Immortal 1,43.8,13.7989,Flex,0.8958,6.0
Riku,K2H,16.0,Diamond 1,32.8,27.934,Duelist,0.7623,2.2
Sobek,777,13.0,Platinum 1,38.2,9.5514,Flex,1.0107,5.0
anime over goth,uwu,15.0,Platinum 3,38.4,21.9032,Initiator,0.534,7.0
dylan,dyln,11.0,Gold 2,,,Flex,,
PopeOfPopeyes,NA1,10.0,Gold 1,10.0,11.3578,Initiator,0.6648,3.2
Chizuru Mizuhara,3028,15.0,Platinum 3,47.2,20.8748,Controller,1.124,8.0
Centerico,4638,17.0,Diamond 2,17.0,10.0,Flex,1.5,3.0
wawa employee,wawa,21.0,Immortal 3,41.0,28.1833,Duelist,0.8092,3.8
Guts,CRVAL,21.0,Immortal 3,33.8,33.7803,Flex,1.5979,1.6
XSET Wilma,Alex,18.0,Diamond 3,27.8,13.8889,Initiator,0.8313,5.8
sumimasen,4071,14.0,Platinum 2,62.2,12.1086,Controller,1.1948,9.2
Saber,オルタ,16.0,Diamond 1,35.0,25.5162,Initiator,0.8283,7.0
Latina Lover,Plat,,NaN,,,Flex,,
Roseanne Park,3295,15.0,Platinum 3,15.5,18.7255,Flex,0.975,2.0
Guest4202393,idc,22.0,Radiant,19.6,8.5234,Flex,1.0947,4.2
NotCharles,9058,12.0,Gold 3,41.0,17.6471,Flex,0.5556,7.0
TurtleTeam,NA1,18.0,Diamond 3,31.5,29.9652,Flex,0.9167,1.0
Hïno,418,17.0,Diamond 2,42.0,31.4286,Flex,0.6875,8.0
Oink,000,17.0,Diamond 2,38.25,27.0454,Duelist,1.6128,3.5
Kib,8485,16.0,Diamond 1,9.4,4.2857,Flex,1.5978,4.0
mystrgibbon,ONG,16.0,Diamond 1,38.0,13.6364,Flex,0.5,4.0
thebigbadmann,6357,15.0,Platinum 3,,,Flex,,
Hady,Hady7,19.0,Immortal 1,39.0,23.3273,Flex,1.0092,4.2
kendrick,81411,18.0,Diamond 3,44.4,34.0288,Controller,0.9423,5.2
xXSN1P3R69420Xx,5311,16.0,Diamond 1,33.6,32.5593,Initiator,1.1472,3.8
Rose,707,12.0,Gold 3,17.4,9.7907,Flex,1.1353,4.6
BigJ,CSGO,17.0,Diamond 2,31.8,14.1692,Initiator,0.6402,6.6
grN,3552,20.0,Immortal 2,19.4,16.8942,Flex,0.9092,2.6
6477047062,call,19.0,Immortal 1,42.4,17.8698,Flex,1.2285,4.6
Kit,0210,20.0,Immortal 2,38.0,32.5581,Flex,0.8947,2.0
DarkEv4nツ,Dark,15.0,Platinum 3,34.4,27.4026,Duelist,1.4293,4.8
K0DIE,8888,18.0,Diamond 3,41.6,23.7714,Controller,2.0693,3.8
neo,yokio,17.0,Diamond 2,57.4,25.5967,Flex,1.0982,6.4
Sanik,6270,14.0,Platinum 2,38.6,20.855,Flex,0.7101,5.2
TTT Suneo,NA1,14.0,Platinum 2,46.2,19.6066,Flex,1.2103,5.4
Banana Clip,ZOO,,NaN,64.8,23.0695,Duelist,1.2388,4.0
Daniel,s3xY,15.0,Platinum 3,22.6,14.284,Flex,0.6385,3.4
Dalmis,NA1,14.0,Platinum 2,47.0,18.1818,Flex,0.7647,4.0
TrueHeart,NA1,19.0,Immortal 1,53.0,8.3333,Flex,0.7895,6.0
Chow,Tzuyu,20.0,Immortal 2,35.0,10.8108,Flex,0.7778,7.0
Hiro,ahx,19.0,Immortal 1,47.6,22.5387,Flex,1.089,5.4
bungu,1111,16.0,Diamond 1,53.0,22.1002,Flex,1.1071,9.0
Ashley,6452,14.0,Platinum 2,34.4,9.9927,Sentinel,0.558,7.8
EarlyStudent2398,1598,15.0,Platinum 3,31.2,14.6132,Flex,1.3918,3.6
SempieUwU,42069,,NaN,31.25,30.136,Flex,1.0014,4.75
Jay,ayo,17.0,Diamond 2,41.6667,22.2829,Flex,0.8984,3.3333
pop,1921,20.0,Immortal 2,46.0,22.742,Flex,0.886,5.8
Vice2k,99NA1,,NaN,15.8,9.3488,Duelist,0.9965,2.6
Friaxi,7929,16.0,Diamond 1,59.4,25.3548,Sentinel,1.5122,10.2
wil ッ,6969,18.0,Diamond 3,,,Flex,,
HuzyGaming,NA1,14.0,Platinum 2,51.2,17.6105,Duelist,1.8514,6.0
Thismeerdog,1771,15.0,Platinum 3,74.5,8.4538,Flex,0.8107,7.0
moun,NA1,15.0,Platinum 3,23.6,25.6791,Duelist,1.5428,3.8
Bhxvya,Vivid,16.0,Diamond 1,25.6,32.4922,Flex,1.4246,6.0
desire,chu,19.0,Immortal 1,33.0,27.6924,Initiator,2.9689,5.0
GDex71,4720,7.0,Silver 1,0.0,0.0,Flex,0.5175,1.0
Meka,jenna,18.0,Diamond 3,47.0,18.7839,Flex,1.3378,7.4
ryo,dvcb,16.0,Diamond 1,45.0,22.8571,Flex,0.7059,4.0
Smokey3x,4539,16.0,Diamond 1,25.6,26.6866,Duelist,1.3034,2.6
Wheelingg,NA1,15.0,Platinum 3,23.5,14.0196,Flex,0.9706,7.0
Invalid,cold,17.0,Diamond 2,,,Flex,,
rockyy,1234,17.0,Diamond 2,48.2,28.1026,Initiator,1.0569,6.2
Noon Galaxy,GLXY,19.0,Immortal 1,,,Flex,,
D2 Smurf,fck,14.0,Platinum 2,26.2,23.7618,Flex,1.1447,4.0
Ameer,Issa,17.0,Diamond 2,46.4,26.6755,Duelist,1.086,2.2
Fly,crazy,11.0,Gold 2,18.0,23.7523,Sentinel,0.9893,3.4
StrawberryPop,NA1,18.0,Diamond 3,54.8,18.4268,Controller,1.6789,6.4
BTS Obama,00001,14.0,Platinum 2,19.0,11.1538,Initiator,0.8992,6.2
BotRen,NA1,14.0,Platinum 2,36.0,21.6882,Initiator,1.084,6.0
Wubbankca,LUVV,17.0,Diamond 2,23.0,26.1972,Flex,1.41,2.0
axic0,7266,10.0,Gold 1,31.0,5.0146,Sentinel,0.8497,9.2
Lumii,naomi,21.0,Immortal 3,17.5,17.4419,Flex,1.0809,3.0
Evin,joe,18.0,Diamond 3,55.6,25.8139,Flex,1.4437,5.0
DOOMAS7,6969,20.0,Immortal 2,26.2,23.7115,Flex,0.9525,3.6
kdn,fatpp,,NaN,46.6,8.7024,Initiator,0.8792,8.2
zeju,carti,16.0,Diamond 1,42.0,28.5714,Flex,0.7778,5.0
numa,meow,16.0,Diamond 1,,,Flex,,
SenorKevo,NA1,19.0,Immortal 1,27.2,19.2619,Flex,0.9956,4.0
ikiru00,NA1,6.0,Bronze 3,19.8,12.5,Duelist,1.0013,3.6
hala madrid,siu,15.0,Platinum 3,49.2,16.8879,Duelist,0.795,7.8
Havex,1of1,24.0,NaN,38.2,26.775,Duelist,1.2172,1.6
bossamomanager,7875,17.0,Diamond 2,30.0,13.1148,Flex,0.5294,2.0
St3ady,boobs,16.0,Diamond 1,11.6,9.7806,Initiator,1.0215,4.2
pokemonfan711,9763,17.0,Diamond 2,90.0,24.1935,Flex,1.4,13.0
Que,pain,10.0,Gold 1,18.0,9.5369,Flex,0.9229,3.0
ttv patwickfps,val,18.0,Diamond 3,30.0,25.3952,Duelist,1.0784,4.0
karma514,NA1,16.0,Diamond 1,19.2,27.5472,Initiator,1.7625,4.6
zzz,xena,15.0,Platinum 3,28.8,17.9602,Duelist,1.398,2.2
TWIZZY,lfABG,21.0,Immortal 3,29.4,12.0355,Duelist,1.2511,3.2
Alymass,NA1,15.0,Platinum 3,26.6,15.5638,Initiator,1.3935,5.0
rocky,milf,15.0,Platinum 3,46.2,24.2159,Initiator,1.4036,6.6
MrMoose,BOFA,19.0,Immortal 1,42.0,22.709,Flex,1.5368,5.8
ghoul,kawai,17.0,Diamond 2,,,Flex,,
BamBam,King,16.0,Diamond 1,52.4,19.3976,Initiator,0.9502,6.2
vvsomm,NA1,16.0,Diamond 1,57.6,18.0574,Duelist,0.9647,7.0
UCLA bilal,0000,15.0,Platinum 3,20.6,14.3835,Duelist,0.6953,3.4
kiruh,noor,17.0,Diamond 2,26.8,17.7851,Duelist,0.7832,3.2
fiona,ilyy,14.0,Platinum 2,55.0,15.873,Flex,1.0625,3.0
Han Sooyoung,3525,15.0,Platinum 3,11.0,11.1111,Flex,0.375,2.0
Fosty,7357,17.0,Diamond 2,45.6,28.5286,Flex,1.6757,4.0
oplatypus,mech,20.0,Immortal 2,56.8,26.6267,Sentinel,2.5011,2.6
sexy Rain,rains,18.0,Diamond 3,22.2,15.3844,Flex,0.9975,2.8
Hellen Keller,2933,15.0,Platinum 3,43.8,18.2017,Flex,1.6301,6.6
Kazuha,lance,17.0,Diamond 2,46.8,19.2629,Flex,1.0388,7.2
insanehabits,999,17.0,Diamond 2,37.6,22.4263,Flex,0.9808,3.2
Beardz,6771,16.0,Diamond 1,41.8,18.5424,Controller,1.0448,2.8
Juicy Dun,2020,15.0,Platinum 3,63.6,20.6667,Flex,0.9243,7.6
TomboDombo,NA1,16.0,Diamond 1,36.6667,13.719,Flex,0.9675,6.0
Noja517,8038,15.0,Platinum 3,34.0,12.1212,Flex,1.1,3.0
Elusive,NA1,20.0,Immortal 2,36.8,12.2045,Duelist,1.1352,6.8
fish,0004,16.0,Diamond 1,20.8,6.8746,Duelist,1.5351,3.8
ANTI JASONR,egirl,,NaN,,,Flex,,
Big Stink,2339,15.0,Platinum 3,31.2,15.8054,Controller,0.9904,5.6
lur1a,9267,18.0,Diamond 3,25.4,11.8212,Flex,1.1013,6.2
abra,noah,19.0,Immortal 1,27.2,13.7682,Flex,0.6488,5.6
Koto,4255,17.0,Diamond 2,62.0,20.287,Initiator,1.301,7.2
Nova,dady,17.0,Diamond 2,43.4,19.5922,Controller,1.0991,5.4
jae,glhf,16.0,Diamond 1,49.0,27.3332,Duelist,0.6456,2.8
bréastbeater,conni,18.0,Diamond 3,68.25,27.1607,Flex,0.8799,6.0
Monster Jahames,Monk,15.0,Platinum 3,26.8,17.1883,Controller,0.6537,2.0
DoctorDank,69420,12.0,Gold 3,23.2,25.6021,Duelist,1.4519,2.6
MDLM,314,16.0,Diamond 1,33.0,10.7589,Sentinel,1.3921,4.0
bog,1573,19.0,Immortal 1,50.0,20.6751,Duelist,1.1511,3.4
cloak,rem,15.0,Platinum 3,28.0,35.4215,Flex,1.2407,2.0
blusg,heart,,NaN,23.4,53.446,Sentinel,1.1976,3.8
Bobby Shmurda,bobby,17.0,Diamond 2,35.0,16.0791,Flex,0.7255,2.5
